Plot Title: 21661329,,,,,,,,
#,"Date Time, GMT+03:00","DO conc, mg/L (LGR S/N: 21661329, SEN S/N: 21661329)","Temp, °C (LGR S/N: 21661329, SEN S/N: 21661329)",Sensor Data Error (LGR S/N: 21661329),Coupler Attached (LGR S/N: 21661329),Host Connected (LGR S/N: 21661329),Stopped (LGR S/N: 21661329),End Of File (LGR S/N: 21661329)
1150,7/29/2023 9:45,-888.88,-888.88,21661329,copper,,,
1151,7/29/2023 9:50,-888.88,-888.88,21661329,copper,,,
1152,7/29/2023 9:55,-888.88,-888.88,21661329,copper,,,
1153,7/29/2023 10:00,-888.88,-888.88,21661329,copper,,,
1154,7/29/2023 10:05,-888.88,-888.88,21661329,copper,,,
1155,7/29/2023 10:10,-888.88,-888.88,21661329,copper,,,
1156,7/29/2023 10:15,-888.88,-888.88,21661329,copper,,,
1157,7/29/2023 10:20,-888.88,-888.88,21661329,copper,,,
1158,7/29/2023 10:25,-888.88,-888.88,21661329,copper,,,
1159,7/29/2023 10:30,-888.88,-888.88,21661329,copper,,,
1160,7/29/2023 10:35,-888.88,-888.88,21661329,copper,,,
1161,7/29/2023 10:40,-888.88,-888.88,21661329,copper,,,
1162,7/29/2023 10:45,-888.88,-888.88,21661329,copper,,,
1163,7/29/2023 10:50,-888.88,-888.88,21661329,copper,,,
1164,7/29/2023 10:55,-888.88,-888.88,21661329,copper,,,
1165,7/29/2023 11:00,-888.88,-888.88,21661329,copper,,,
1166,7/29/2023 11:05,-888.88,-888.88,21661329,copper,,,
1167,7/29/2023 11:10,-888.88,-888.88,21661329,copper,,,
1168,7/29/2023 11:15,-888.88,-888.88,21661329,copper,,,
1169,7/29/2023 11:20,-888.88,-888.88,21661329,copper,,,
1170,7/29/2023 11:25,-888.88,-888.88,21661329,copper,,,
1171,7/29/2023 11:30,-888.88,-888.88,21661329,copper,,,
1172,7/29/2023 11:35,-888.88,-888.88,21661329,copper,,,
1173,7/29/2023 11:40,-888.88,-888.88,21661329,copper,,,
1174,7/29/2023 11:45,-888.88,-888.88,21661329,copper,,,
1175,7/29/2023 11:50,-888.88,-888.88,21661329,copper,,,
1176,7/29/2023 11:55,-888.88,-888.88,21661329,copper,,,
1177,7/29/2023 12:00,-888.88,-888.88,21661329,copper,,,
1178,7/29/2023 12:05,-888.88,-888.88,21661329,copper,,,
1179,7/29/2023 12:10,-888.88,-888.88,21661329,copper,,,
1180,7/29/2023 12:15,-888.88,-888.88,21661329,copper,,,
1181,7/29/2023 12:20,-888.88,-888.88,21661329,copper,,,
1182,7/29/2023 12:25,-888.88,-888.88,21661329,copper,,,
1183,7/29/2023 12:30,-888.88,-888.88,21661329,copper,,,
1184,7/29/2023 12:35,-888.88,-888.88,21661329,copper,,,
1185,7/29/2023 12:40,-888.88,-888.88,21661329,copper,,,
1186,7/29/2023 12:45,-888.88,-888.88,21661329,copper,,,
1187,7/29/2023 12:50,-888.88,-888.88,21661329,copper,,,
1188,7/29/2023 12:55,-888.88,-888.88,21661329,copper,,,
1189,7/29/2023 13:00,-888.88,-888.88,21661329,copper,,,
1190,7/29/2023 13:05,-888.88,-888.88,21661329,copper,,,
1191,7/29/2023 13:10,-888.88,-888.88,21661329,copper,,,
1192,7/29/2023 13:15,-888.88,-888.88,21661329,copper,,,
1193,7/29/2023 13:20,-888.88,-888.88,21661329,copper,,,
1194,7/29/2023 13:25,-888.88,-888.88,21661329,copper,,,
1195,7/29/2023 13:30,-888.88,-888.88,21661329,copper,,,
1196,7/29/2023 13:35,-888.88,-888.88,21661329,copper,,,
1197,7/29/2023 13:40,-888.88,-888.88,21661329,copper,,,
1198,7/29/2023 13:45,-888.88,-888.88,21661329,copper,,,
1199,7/29/2023 13:50,-888.88,-888.88,21661329,copper,,,
1200,7/29/2023 13:55,-888.88,-888.88,21661329,copper,,,
1201,7/29/2023 14:00,-888.88,-888.88,21661329,copper,,,
1202,7/29/2023 14:05,-888.88,-888.88,21661329,copper,,,
1203,7/29/2023 14:10,-888.88,-888.88,21661329,copper,,,
1204,7/29/2023 14:15,-888.88,-888.88,21661329,copper,,,
1205,7/29/2023 14:20,-888.88,-888.88,21661329,copper,,,
1206,7/29/2023 14:25,-888.88,-888.88,21661329,copper,,,
1207,7/29/2023 14:30,-888.88,-888.88,21661329,copper,,,
1208,7/29/2023 14:35,-888.88,-888.88,21661329,copper,,,
1209,7/29/2023 14:40,-888.88,-888.88,21661329,copper,,,
1210,7/29/2023 14:45,-888.88,-888.88,21661329,copper,,,
1211,7/29/2023 14:50,-888.88,-888.88,21661329,copper,,,
1212,7/29/2023 14:55,-888.88,-888.88,21661329,copper,,,
1213,7/29/2023 15:00,-888.88,-888.88,21661329,copper,,,
1214,7/29/2023 15:05,-888.88,-888.88,21661329,copper,,,
1215,7/29/2023 15:10,-888.88,-888.88,21661329,copper,,,
1216,7/29/2023 15:15,-888.88,-888.88,21661329,copper,,,
1217,7/29/2023 15:20,-888.88,-888.88,21661329,copper,,,
1218,7/29/2023 15:25,-888.88,-888.88,21661329,copper,,,
1219,7/29/2023 15:30,-888.88,-888.88,21661329,copper,,,
1220,7/29/2023 15:35,-888.88,-888.88,21661329,copper,,,
1221,7/29/2023 15:40,-888.88,-888.88,21661329,copper,,,
1222,7/29/2023 15:45,-888.88,-888.88,21661329,copper,,,
1223,7/29/2023 15:50,-888.88,-888.88,21661329,copper,,,
1224,7/29/2023 15:55,-888.88,-888.88,21661329,copper,,,
1225,7/29/2023 16:00,-888.88,-888.88,21661329,copper,,,
1226,7/29/2023 16:05,-888.88,-888.88,21661329,copper,,,
1227,7/29/2023 16:10,-888.88,-888.88,21661329,copper,,,
1228,7/29/2023 16:15,-888.88,-888.88,21661329,copper,,,
1229,7/29/2023 16:20,-888.88,-888.88,21661329,copper,,,
1230,7/29/2023 16:25,-888.88,-888.88,21661329,copper,,,
1231,7/29/2023 16:30,-888.88,-888.88,21661329,copper,,,
1232,7/29/2023 16:35,-888.88,-888.88,21661329,copper,,,
1233,7/29/2023 16:40,-888.88,-888.88,21661329,copper,,,
1234,7/29/2023 16:45,-888.88,-888.88,21661329,copper,,,
1235,7/29/2023 16:50,-888.88,-888.88,21661329,copper,,,
1236,7/29/2023 16:55,-888.88,-888.88,21661329,copper,,,
1237,7/29/2023 17:00,-888.88,-888.88,21661329,copper,,,
1238,7/29/2023 17:05,-888.88,-888.88,21661329,copper,,,
1239,7/29/2023 17:10,-888.88,-888.88,21661329,copper,,,
1240,7/29/2023 17:15,-888.88,-888.88,21661329,copper,,,
1241,7/29/2023 17:20,-888.88,-888.88,21661329,copper,,,
1242,7/29/2023 17:25,-888.88,-888.88,21661329,copper,,,
1243,7/29/2023 17:30,-888.88,-888.88,21661329,copper,,,
1244,7/29/2023 17:35,-888.88,-888.88,21661329,copper,,,
1245,7/29/2023 17:40,-888.88,-888.88,21661329,copper,,,
1246,7/29/2023 17:45,-888.88,-888.88,21661329,copper,,,
1247,7/29/2023 17:50,-888.88,-888.88,21661329,copper,,,
1248,7/29/2023 17:55,-888.88,-888.88,21661329,copper,,,
1249,7/29/2023 18:00,-888.88,-888.88,21661329,copper,,,
1250,7/29/2023 18:05,-888.88,-888.88,21661329,copper,,,
1251,7/29/2023 18:10,-888.88,-888.88,21661329,copper,,,
1252,7/29/2023 18:15,-888.88,-888.88,21661329,copper,,,
1253,7/29/2023 18:20,-888.88,-888.88,21661329,copper,,,
1254,7/29/2023 18:25,-888.88,-888.88,21661329,copper,,,
1255,7/29/2023 18:30,-888.88,-888.88,21661329,copper,,,
1256,7/29/2023 18:35,-888.88,-888.88,21661329,copper,,,
1257,7/29/2023 18:40,-888.88,-888.88,21661329,copper,,,
1258,7/29/2023 18:45,-888.88,-888.88,21661329,copper,,,
1259,7/29/2023 18:50,-888.88,-888.88,21661329,copper,,,
1260,7/29/2023 18:55,-888.88,-888.88,21661329,copper,,,
1261,7/29/2023 19:00,-888.88,-888.88,21661329,copper,,,
1262,7/29/2023 19:05,-888.88,-888.88,21661329,copper,,,
1263,7/29/2023 19:10,-888.88,-888.88,21661329,copper,,,
1264,7/29/2023 19:15,-888.88,-888.88,21661329,copper,,,
1265,7/29/2023 19:20,-888.88,-888.88,21661329,copper,,,
1266,7/29/2023 19:25,-888.88,-888.88,21661329,copper,,,
1267,7/29/2023 19:30,-888.88,-888.88,21661329,copper,,,
1268,7/29/2023 19:35,-888.88,-888.88,21661329,copper,,,
1269,7/29/2023 19:40,-888.88,-888.88,21661329,copper,,,
1270,7/29/2023 19:45,-888.88,-888.88,21661329,copper,,,
1271,7/29/2023 19:50,-888.88,-888.88,21661329,copper,,,
1272,7/29/2023 19:55,-888.88,-888.88,21661329,copper,,,
1273,7/29/2023 20:00,-888.88,-888.88,21661329,copper,,,
1274,7/29/2023 20:05,-888.88,-888.88,21661329,copper,,,
1275,7/29/2023 20:10,-888.88,-888.88,21661329,copper,,,
1276,7/29/2023 20:15,-888.88,-888.88,21661329,copper,,,
1277,7/29/2023 20:20,-888.88,-888.88,21661329,copper,,,
1278,7/29/2023 20:25,-888.88,-888.88,21661329,copper,,,
1279,7/29/2023 20:30,-888.88,-888.88,21661329,copper,,,
1280,7/29/2023 20:35,-888.88,-888.88,21661329,copper,,,
1281,7/29/2023 20:40,-888.88,-888.88,21661329,copper,,,
1282,7/29/2023 20:45,-888.88,-888.88,21661329,copper,,,
1283,7/29/2023 20:50,-888.88,-888.88,21661329,copper,,,
1284,7/29/2023 20:55,-888.88,-888.88,21661329,copper,,,
1285,7/29/2023 21:00,-888.88,-888.88,21661329,copper,,,
1286,7/29/2023 21:05,-888.88,-888.88,21661329,copper,,,
1287,7/29/2023 21:10,-888.88,-888.88,21661329,copper,,,
1288,7/29/2023 21:15,-888.88,-888.88,21661329,copper,,,
1289,7/29/2023 21:20,-888.88,-888.88,21661329,copper,,,
1290,7/29/2023 21:25,-888.88,-888.88,21661329,copper,,,
1291,7/29/2023 21:30,-888.88,-888.88,21661329,copper,,,
1292,7/29/2023 21:35,-888.88,-888.88,21661329,copper,,,
1293,7/29/2023 21:40,-888.88,-888.88,21661329,copper,,,
1294,7/29/2023 21:45,-888.88,-888.88,21661329,copper,,,
1295,7/29/2023 21:50,-888.88,-888.88,21661329,copper,,,
1296,7/29/2023 21:55,-888.88,-888.88,21661329,copper,,,
1297,7/29/2023 22:00,-888.88,-888.88,21661329,copper,,,
1298,7/29/2023 22:05,-888.88,-888.88,21661329,copper,,,
1299,7/29/2023 22:10,-888.88,-888.88,21661329,copper,,,
1300,7/29/2023 22:15,-888.88,-888.88,21661329,copper,,,
1301,7/29/2023 22:20,-888.88,-888.88,21661329,copper,,,
1302,7/29/2023 22:25,-888.88,-888.88,21661329,copper,,,
1303,7/29/2023 22:30,-888.88,-888.88,21661329,copper,,,
1304,7/29/2023 22:35,-888.88,-888.88,21661329,copper,,,
1305,7/29/2023 22:40,-888.88,-888.88,21661329,copper,,,
1306,7/29/2023 22:45,-888.88,-888.88,21661329,copper,,,
1307,7/29/2023 22:50,-888.88,-888.88,21661329,copper,,,
1308,7/29/2023 22:55,-888.88,-888.88,21661329,copper,,,
1309,7/29/2023 23:00,-888.88,-888.88,21661329,copper,,,
1310,7/29/2023 23:05,-888.88,-888.88,21661329,copper,,,
1311,7/29/2023 23:10,-888.88,-888.88,21661329,copper,,,
1312,7/29/2023 23:15,-888.88,-888.88,21661329,copper,,,
1313,7/29/2023 23:20,-888.88,-888.88,21661329,copper,,,
1314,7/29/2023 23:25,-888.88,-888.88,21661329,copper,,,
1315,7/29/2023 23:30,-888.88,-888.88,21661329,copper,,,
1316,7/29/2023 23:35,-888.88,-888.88,21661329,copper,,,
1317,7/29/2023 23:40,-888.88,-888.88,21661329,copper,,,
1318,7/29/2023 23:45,-888.88,-888.88,21661329,copper,,,
1319,7/29/2023 23:50,-888.88,-888.88,21661329,copper,,,
1320,7/29/2023 23:55,-888.88,-888.88,21661329,copper,,,
1321,7/30/2023 0:00,-888.88,-888.88,21661329,copper,,,
1322,7/30/2023 0:05,-888.88,-888.88,21661329,copper,,,
1323,7/30/2023 0:10,-888.88,-888.88,21661329,copper,,,
1324,7/30/2023 0:15,-888.88,-888.88,21661329,copper,,,
1325,7/30/2023 0:20,-888.88,-888.88,21661329,copper,,,
1326,7/30/2023 0:25,-888.88,-888.88,21661329,copper,,,
1327,7/30/2023 0:30,-888.88,-888.88,21661329,copper,,,
1328,7/30/2023 0:35,-888.88,-888.88,21661329,copper,,,
1329,7/30/2023 0:40,-888.88,-888.88,21661329,copper,,,
1330,7/30/2023 0:45,-888.88,-888.88,21661329,copper,,,
1331,7/30/2023 0:50,-888.88,-888.88,21661329,copper,,,
1332,7/30/2023 0:55,-888.88,-888.88,21661329,copper,,,
1333,7/30/2023 1:00,-888.88,-888.88,21661329,copper,,,
1334,7/30/2023 1:05,-888.88,-888.88,21661329,copper,,,
1335,7/30/2023 1:10,-888.88,-888.88,21661329,copper,,,
1336,7/30/2023 1:15,-888.88,-888.88,21661329,copper,,,
1337,7/30/2023 1:20,-888.88,-888.88,21661329,copper,,,
1338,7/30/2023 1:25,-888.88,-888.88,21661329,copper,,,
1339,7/30/2023 1:30,-888.88,-888.88,21661329,copper,,,
1340,7/30/2023 1:35,-888.88,-888.88,21661329,copper,,,
1341,7/30/2023 1:40,-888.88,-888.88,21661329,copper,,,
1342,7/30/2023 1:45,-888.88,-888.88,21661329,copper,,,
1343,7/30/2023 1:50,-888.88,-888.88,21661329,copper,,,
1344,7/30/2023 1:55,-888.88,-888.88,21661329,copper,,,
1345,7/30/2023 2:00,-888.88,-888.88,21661329,copper,,,
1346,7/30/2023 2:05,-888.88,-888.88,21661329,copper,,,
1347,7/30/2023 2:10,-888.88,-888.88,21661329,copper,,,
1348,7/30/2023 2:15,-888.88,-888.88,21661329,copper,,,
1349,7/30/2023 2:20,-888.88,-888.88,21661329,copper,,,
1350,7/30/2023 2:25,-888.88,-888.88,21661329,copper,,,
1351,7/30/2023 2:30,-888.88,-888.88,21661329,copper,,,
1352,7/30/2023 2:35,-888.88,-888.88,21661329,copper,,,
1353,7/30/2023 2:40,-888.88,-888.88,21661329,copper,,,
1354,7/30/2023 2:45,-888.88,-888.88,21661329,copper,,,
1355,7/30/2023 2:50,-888.88,-888.88,21661329,copper,,,
1356,7/30/2023 2:55,-888.88,-888.88,21661329,copper,,,
1357,7/30/2023 3:00,-888.88,-888.88,21661329,copper,,,
1358,7/30/2023 3:05,-888.88,-888.88,21661329,copper,,,
1359,7/30/2023 3:10,-888.88,-888.88,21661329,copper,,,
1360,7/30/2023 3:15,-888.88,-888.88,21661329,copper,,,
1361,7/30/2023 3:20,-888.88,-888.88,21661329,copper,,,
1362,7/30/2023 3:25,-888.88,-888.88,21661329,copper,,,
1363,7/30/2023 3:30,-888.88,-888.88,21661329,copper,,,
1364,7/30/2023 3:35,-888.88,-888.88,21661329,copper,,,
1365,7/30/2023 3:40,-888.88,-888.88,21661329,copper,,,
1366,7/30/2023 3:45,-888.88,-888.88,21661329,copper,,,
1367,7/30/2023 3:50,-888.88,-888.88,21661329,copper,,,
1368,7/30/2023 3:55,-888.88,-888.88,21661329,copper,,,
1369,7/30/2023 4:00,-888.88,-888.88,21661329,copper,,,
1370,7/30/2023 4:05,-888.88,-888.88,21661329,copper,,,
1371,7/30/2023 4:10,-888.88,-888.88,21661329,copper,,,
1372,7/30/2023 4:15,-888.88,-888.88,21661329,copper,,,
1373,7/30/2023 4:20,-888.88,-888.88,21661329,copper,,,
1374,7/30/2023 4:25,-888.88,-888.88,21661329,copper,,,
1375,7/30/2023 4:30,-888.88,-888.88,21661329,copper,,,
1376,7/30/2023 4:35,-888.88,-888.88,21661329,copper,,,
1377,7/30/2023 4:40,-888.88,-888.88,21661329,copper,,,
1378,7/30/2023 4:45,-888.88,-888.88,21661329,copper,,,
1379,7/30/2023 4:50,-888.88,-888.88,21661329,copper,,,
1380,7/30/2023 4:55,-888.88,-888.88,21661329,copper,,,
1381,7/30/2023 5:00,-888.88,-888.88,21661329,copper,,,
1382,7/30/2023 5:05,-888.88,-888.88,21661329,copper,,,
1383,7/30/2023 5:10,-888.88,-888.88,21661329,copper,,,
1384,7/30/2023 5:15,-888.88,-888.88,21661329,copper,,,
1385,7/30/2023 5:20,-888.88,-888.88,21661329,copper,,,
1386,7/30/2023 5:25,-888.88,-888.88,21661329,copper,,,
1387,7/30/2023 5:30,-888.88,-888.88,21661329,copper,,,
1388,7/30/2023 5:35,-888.88,-888.88,21661329,copper,,,
1389,7/30/2023 5:40,-888.88,-888.88,21661329,copper,,,
1390,7/30/2023 5:45,-888.88,-888.88,21661329,copper,,,
1391,7/30/2023 5:50,-888.88,-888.88,21661329,copper,,,
1392,7/30/2023 5:55,-888.88,-888.88,21661329,copper,,,
1393,7/30/2023 6:00,-888.88,-888.88,21661329,copper,,,
1394,7/30/2023 6:05,-888.88,-888.88,21661329,copper,,,
1395,7/30/2023 6:10,-888.88,-888.88,21661329,copper,,,
1396,7/30/2023 6:15,-888.88,-888.88,21661329,copper,,,
1397,7/30/2023 6:20,-888.88,-888.88,21661329,copper,,,
1398,7/30/2023 6:25,-888.88,-888.88,21661329,copper,,,
1399,7/30/2023 6:30,-888.88,-888.88,21661329,copper,,,
1400,7/30/2023 6:35,-888.88,-888.88,21661329,copper,,,
1401,7/30/2023 6:40,-888.88,-888.88,21661329,copper,,,
1402,7/30/2023 6:45,-888.88,-888.88,21661329,copper,,,
1403,7/30/2023 6:50,-888.88,-888.88,21661329,copper,,,
1404,7/30/2023 6:55,-888.88,-888.88,21661329,copper,,,
1405,7/30/2023 7:00,-888.88,-888.88,21661329,copper,,,
1406,7/30/2023 7:05,-888.88,-888.88,21661329,copper,,,
1407,7/30/2023 7:10,-888.88,-888.88,21661329,copper,,,
1408,7/30/2023 7:15,-888.88,-888.88,21661329,copper,,,
1409,7/30/2023 7:20,-888.88,-888.88,21661329,copper,,,
1410,7/30/2023 7:25,-888.88,-888.88,21661329,copper,,,
1411,7/30/2023 7:30,-888.88,-888.88,21661329,copper,,,
1412,7/30/2023 7:35,-888.88,-888.88,21661329,copper,,,
1413,7/30/2023 7:40,-888.88,-888.88,21661329,copper,,,
1414,7/30/2023 7:45,-888.88,-888.88,21661329,copper,,,
1415,7/30/2023 7:50,-888.88,-888.88,21661329,copper,,,
1416,7/30/2023 7:55,-888.88,-888.88,21661329,copper,,,
1417,7/30/2023 8:00,-888.88,-888.88,21661329,copper,,,
1418,7/30/2023 8:05,-888.88,-888.88,21661329,copper,,,
1419,7/30/2023 8:10,-888.88,-888.88,21661329,copper,,,
1420,7/30/2023 8:15,-888.88,-888.88,21661329,copper,,,
1421,7/30/2023 8:20,-888.88,-888.88,21661329,copper,,,
1422,7/30/2023 8:25,-888.88,-888.88,21661329,copper,,,
1423,7/30/2023 8:30,-888.88,-888.88,21661329,copper,,,
1424,7/30/2023 8:35,-888.88,-888.88,21661329,copper,,,
1425,7/30/2023 8:40,-888.88,-888.88,21661329,copper,,,
1426,7/30/2023 8:45,-888.88,-888.88,21661329,copper,,,
1427,7/30/2023 8:50,-888.88,-888.88,21661329,copper,,,
1428,7/30/2023 8:55,-888.88,-888.88,21661329,copper,,,
1429,7/30/2023 9:00,-888.88,-888.88,21661329,copper,,,
1430,7/30/2023 9:05,-888.88,-888.88,21661329,copper,,,
1431,7/30/2023 9:10,-888.88,-888.88,21661329,copper,,,
1432,7/30/2023 9:15,-888.88,-888.88,21661329,copper,,,
1433,7/30/2023 9:20,-888.88,-888.88,21661329,copper,,,
1434,7/30/2023 9:25,-888.88,-888.88,21661329,copper,,,
1435,7/30/2023 9:30,-888.88,-888.88,21661329,copper,,,
1436,7/30/2023 9:35,-888.88,-888.88,21661329,copper,,,
1437,7/30/2023 9:40,-888.88,-888.88,21661329,copper,,,
1438,7/30/2023 9:45,-888.88,-888.88,21661329,copper,,,
1439,7/30/2023 9:50,-888.88,-888.88,21661329,copper,,,
1440,7/30/2023 9:55,-888.88,-888.88,21661329,copper,,,
1441,7/30/2023 10:00,-888.88,-888.88,21661329,copper,,,
1442,7/30/2023 10:05,-888.88,-888.88,21661329,copper,,,
1443,7/30/2023 10:10,-888.88,-888.88,21661329,copper,,,
1444,7/30/2023 10:15,-888.88,-888.88,21661329,copper,,,
1445,7/30/2023 10:20,-888.88,-888.88,21661329,copper,,,
1446,7/30/2023 10:25,-888.88,-888.88,21661329,copper,,,
1447,7/30/2023 10:30,-888.88,-888.88,21661329,copper,,,
1448,7/30/2023 10:35,-888.88,-888.88,21661329,copper,,,
1449,7/30/2023 10:40,-888.88,-888.88,21661329,copper,,,
1450,7/30/2023 10:45,-888.88,-888.88,21661329,copper,,,
1451,7/30/2023 10:50,-888.88,-888.88,21661329,copper,,,
1452,7/30/2023 10:55,-888.88,-888.88,21661329,copper,,,
1453,7/30/2023 11:00,-888.88,-888.88,21661329,copper,,,
1454,7/30/2023 11:05,-888.88,-888.88,21661329,copper,,,
1455,7/30/2023 11:10,-888.88,-888.88,21661329,copper,,,
1456,7/30/2023 11:15,-888.88,-888.88,21661329,copper,,,
1457,7/30/2023 11:20,-888.88,-888.88,21661329,copper,,,
1458,7/30/2023 11:25,-888.88,-888.88,21661329,copper,,,
1459,7/30/2023 11:30,-888.88,-888.88,21661329,copper,,,
1460,7/30/2023 11:35,-888.88,-888.88,21661329,copper,,,
1461,7/30/2023 11:40,-888.88,-888.88,21661329,copper,,,
1462,7/30/2023 11:45,-888.88,-888.88,21661329,copper,,,
1463,7/30/2023 11:50,-888.88,-888.88,21661329,copper,,,
1464,7/30/2023 11:55,-888.88,-888.88,21661329,copper,,,
1465,7/30/2023 12:00,-888.88,-888.88,21661329,copper,,,
1466,7/30/2023 12:05,-888.88,-888.88,21661329,copper,,,
1467,7/30/2023 12:10,-888.88,-888.88,21661329,copper,,,
1468,7/30/2023 12:15,-888.88,-888.88,21661329,copper,,,
1469,7/30/2023 12:20,-888.88,-888.88,21661329,copper,,,
1470,7/30/2023 12:25,-888.88,-888.88,21661329,copper,,,
1471,7/30/2023 12:30,-888.88,-888.88,21661329,copper,,,
1472,7/30/2023 12:35,-888.88,-888.88,21661329,copper,,,
1473,7/30/2023 12:40,-888.88,-888.88,21661329,copper,,,
1474,7/30/2023 12:45,-888.88,-888.88,21661329,copper,,,
1475,7/30/2023 12:50,-888.88,-888.88,21661329,copper,,,
1476,7/30/2023 12:55,-888.88,-888.88,21661329,copper,,,
1477,7/30/2023 13:00,-888.88,-888.88,21661329,copper,,,
1478,7/30/2023 13:05,-888.88,-888.88,21661329,copper,,,
1479,7/30/2023 13:10,-888.88,-888.88,21661329,copper,,,
1480,7/30/2023 13:15,-888.88,-888.88,21661329,copper,,,
1481,7/30/2023 13:20,-888.88,-888.88,21661329,copper,,,
1482,7/30/2023 13:25,-888.88,-888.88,21661329,copper,,,
1483,7/30/2023 13:30,-888.88,-888.88,21661329,copper,,,
1484,7/30/2023 13:35,-888.88,-888.88,21661329,copper,,,
1485,7/30/2023 13:40,-888.88,-888.88,21661329,copper,,,
1486,7/30/2023 13:45,-888.88,-888.88,21661329,copper,,,
1487,7/30/2023 13:50,-888.88,-888.88,21661329,copper,,,
1488,7/30/2023 13:55,-888.88,-888.88,21661329,copper,,,
1489,7/30/2023 14:00,-888.88,-888.88,21661329,copper,,,
1490,7/30/2023 14:05,-888.88,-888.88,21661329,copper,,,
1491,7/30/2023 14:10,-888.88,-888.88,21661329,copper,,,
1492,7/30/2023 14:15,-888.88,-888.88,21661329,copper,,,
1493,7/30/2023 14:20,-888.88,-888.88,21661329,copper,,,
1494,7/30/2023 14:25,-888.88,-888.88,21661329,copper,,,
1495,7/30/2023 14:30,-888.88,-888.88,21661329,copper,,,
1496,7/30/2023 14:35,-888.88,-888.88,21661329,copper,,,
1497,7/30/2023 14:40,-888.88,-888.88,21661329,copper,,,
1498,7/30/2023 14:45,-888.88,-888.88,21661329,copper,,,
1499,7/30/2023 14:50,-888.88,-888.88,21661329,copper,,,
1500,7/30/2023 14:55,-888.88,-888.88,21661329,copper,,,
1501,7/30/2023 15:00,-888.88,-888.88,21661329,copper,,,
1502,7/30/2023 15:05,-888.88,-888.88,21661329,copper,,,
1503,7/30/2023 15:10,-888.88,-888.88,21661329,copper,,,
1504,7/30/2023 15:15,-888.88,-888.88,21661329,copper,,,
1505,7/30/2023 15:20,-888.88,-888.88,21661329,copper,,,
1506,7/30/2023 15:25,-888.88,-888.88,21661329,copper,,,
1507,7/30/2023 15:30,-888.88,-888.88,21661329,copper,,,
1508,7/30/2023 15:35,-888.88,-888.88,21661329,copper,,,
1509,7/30/2023 15:40,-888.88,-888.88,21661329,copper,,,
1510,7/30/2023 15:45,-888.88,-888.88,21661329,copper,,,
1511,7/30/2023 15:50,-888.88,-888.88,21661329,copper,,,
1512,7/30/2023 15:55,-888.88,-888.88,21661329,copper,,,
1513,7/30/2023 16:00,-888.88,-888.88,21661329,copper,,,
1514,7/30/2023 16:05,-888.88,-888.88,21661329,copper,,,
1515,7/30/2023 16:10,-888.88,-888.88,21661329,copper,,,
1516,7/30/2023 16:15,-888.88,-888.88,21661329,copper,,,
1517,7/30/2023 16:20,-888.88,-888.88,21661329,copper,,,
1518,7/30/2023 16:25,-888.88,-888.88,21661329,copper,,,
1519,7/30/2023 16:30,-888.88,-888.88,21661329,copper,,,
1520,7/30/2023 16:35,-888.88,-888.88,21661329,copper,,,
1521,7/30/2023 16:40,-888.88,-888.88,21661329,copper,,,
1522,7/30/2023 16:45,-888.88,-888.88,21661329,copper,,,
1523,7/30/2023 16:50,-888.88,-888.88,21661329,copper,,,
1524,7/30/2023 16:55,-888.88,-888.88,21661329,copper,,,
1525,7/30/2023 17:00,-888.88,-888.88,21661329,copper,,,
1526,7/30/2023 17:05,-888.88,-888.88,21661329,copper,,,
1527,7/30/2023 17:10,-888.88,-888.88,21661329,copper,,,
1528,7/30/2023 17:15,-888.88,-888.88,21661329,copper,,,
1529,7/30/2023 17:20,-888.88,-888.88,21661329,copper,,,
1530,7/30/2023 17:25,-888.88,-888.88,21661329,copper,,,
1531,7/30/2023 17:30,-888.88,-888.88,21661329,copper,,,
1532,7/30/2023 17:35,-888.88,-888.88,21661329,copper,,,
1533,7/30/2023 17:40,-888.88,-888.88,21661329,copper,,,
1534,7/30/2023 17:45,-888.88,-888.88,21661329,copper,,,
1535,7/30/2023 17:50,-888.88,-888.88,21661329,copper,,,
1536,7/30/2023 17:55,-888.88,-888.88,21661329,copper,,,
1537,7/30/2023 18:00,-888.88,-888.88,21661329,copper,,,
1538,7/30/2023 18:05,-888.88,-888.88,21661329,copper,,,
1539,7/30/2023 18:10,-888.88,-888.88,21661329,copper,,,
1540,7/30/2023 18:15,-888.88,-888.88,21661329,copper,,,
1541,7/30/2023 18:20,-888.88,-888.88,21661329,copper,,,
1542,7/30/2023 18:25,-888.88,-888.88,21661329,copper,,,
1543,7/30/2023 18:30,-888.88,-888.88,21661329,copper,,,
1544,7/30/2023 18:35,-888.88,-888.88,21661329,copper,,,
1545,7/30/2023 18:40,-888.88,-888.88,21661329,copper,,,
1546,7/30/2023 18:45,-888.88,-888.88,21661329,copper,,,
1547,7/30/2023 18:50,-888.88,-888.88,21661329,copper,,,
1548,7/30/2023 18:55,-888.88,-888.88,21661329,copper,,,
1549,7/30/2023 19:00,-888.88,-888.88,21661329,copper,,,
1550,7/30/2023 19:05,-888.88,-888.88,21661329,copper,,,
1551,7/30/2023 19:10,-888.88,-888.88,21661329,copper,,,
1552,7/30/2023 19:15,-888.88,-888.88,21661329,copper,,,
1553,7/30/2023 19:20,-888.88,-888.88,21661329,copper,,,
1554,7/30/2023 19:25,-888.88,-888.88,21661329,copper,,,
1555,7/30/2023 19:30,-888.88,-888.88,21661329,copper,,,
